obs_id,timestart,timeend,valor,timeupdate
16270763263,2021-05-12 18:00:00,2021-05-12 19:00:00,0,2021-05-12 18:19:37.516871
16271064446,2021-05-12 19:00:00,2021-05-12 20:00:00,0,2021-05-12 19:19:38.531878
16271359719,2021-05-12 20:00:00,2021-05-12 21:00:00,0,2021-05-12 20:19:24.359965
16271643386,2021-05-12 21:00:00,2021-05-12 22:00:00,0,2021-05-12 21:19:43.417968
16271896178,2021-05-12 22:00:00,2021-05-12 23:00:00,0,2021-05-12 22:19:30.733543
16272681572,2021-05-12 23:00:00,2021-05-13 00:00:00,0,2021-05-12 23:17:11.744576
16273276733,2021-05-13 00:00:00,2021-05-13 01:00:00,0,2021-05-13 00:17:45.926811
16273628000,2021-05-13 01:00:00,2021-05-13 02:00:00,0,2021-05-13 01:17:22.624913
16273867072,2021-05-13 02:00:00,2021-05-13 03:00:00,0,2021-05-13 02:17:16.558207
16274091242,2021-05-13 03:00:00,2021-05-13 04:00:00,0,2021-05-13 03:17:08.07973
16274125485,2021-05-13 04:00:00,2021-05-13 05:00:00,0,2021-05-13 04:17:39.778344
16274266740,2021-05-13 05:00:00,2021-05-13 06:00:00,0,2021-05-13 05:17:19.521022
16274536729,2021-05-13 06:00:00,2021-05-13 07:00:00,0,2021-05-13 06:17:33.708589
16274822889,2021-05-13 07:00:00,2021-05-13 08:00:00,0,2021-05-13 07:17:12.403027
16275101995,2021-05-13 08:00:00,2021-05-13 09:00:00,0,2021-05-13 08:17:15.852505
16275380839,2021-05-13 09:00:00,2021-05-13 10:00:00,0,2021-05-13 09:17:26.652659
16275653286,2021-05-13 10:00:00,2021-05-13 11:00:00,0,2021-05-13 10:17:18.464628
16276404510,2021-05-13 11:00:00,2021-05-13 12:00:00,0,2021-05-13 11:17:52.743255
16276790729,2021-05-13 12:00:00,2021-05-13 13:00:00,0,2021-05-13 12:17:40.506181
16277889609,2021-05-13 13:00:00,2021-05-13 14:00:00,0,2021-05-13 13:19:05.629832
16278418554,2021-05-13 14:00:00,2021-05-13 15:00:00,0,2021-05-13 14:17:06.831164
16278709491,2021-05-13 15:00:00,2021-05-13 16:00:00,0,2021-05-13 15:17:19.390862
16278993130,2021-05-13 16:00:00,2021-05-13 17:00:00,0,2021-05-13 16:17:08.757381
16279302729,2021-05-13 17:00:00,2021-05-13 18:00:00,0,2021-05-13 17:17:18.730554
16279592073,2021-05-13 18:00:00,2021-05-13 19:00:00,0,2021-05-13 18:17:24.509275
16279914411,2021-05-13 19:00:00,2021-05-13 20:00:00,0,2021-05-13 19:17:13.402953
16280221045,2021-05-13 20:00:00,2021-05-13 21:00:00,0,2021-05-13 20:17:14.923012
16280503613,2021-05-13 21:00:00,2021-05-13 22:00:00,0,2021-05-13 21:19:22.251973
16280766559,2021-05-13 22:00:00,2021-05-13 23:00:00,0,2021-05-13 22:17:15.543864
16281576567,2021-05-13 23:00:00,2021-05-14 00:00:00,0,2021-05-13 23:17:08.446446
16282205745,2021-05-14 00:00:00,2021-05-14 01:00:00,0,2021-05-14 00:19:10.724858
16282568175,2021-05-14 01:00:00,2021-05-14 02:00:00,0,2021-05-14 01:17:44.071989
16282955204,2021-05-14 02:00:00,2021-05-14 03:00:00,0,2021-05-14 02:17:13.307626
16282971989,2021-05-14 03:00:00,2021-05-14 04:00:00,0,2021-05-14 03:17:05.508374
16282995759,2021-05-14 04:00:00,2021-05-14 05:00:00,0,2021-05-14 04:17:19.546379
16283127692,2021-05-14 05:00:00,2021-05-14 06:00:00,0,2021-05-14 05:17:09.83885
16283408179,2021-05-14 06:00:00,2021-05-14 07:00:00,0,2021-05-14 06:17:21.106409
16283705320,2021-05-14 07:00:00,2021-05-14 08:00:00,0,2021-05-14 07:17:18.238438
16283995614,2021-05-14 08:00:00,2021-05-14 09:00:00,0,2021-05-14 08:17:15.818937
16284285795,2021-05-14 09:00:00,2021-05-14 10:00:00,0,2021-05-14 09:17:22.356186
16284569176,2021-05-14 10:00:00,2021-05-14 11:00:00,0,2021-05-14 10:17:15.534307
16285352170,2021-05-14 11:00:00,2021-05-14 12:00:00,0,2021-05-14 11:17:37.046905
16285751132,2021-05-14 12:00:00,2021-05-14 13:00:00,0,2021-05-14 12:17:54.773223
16286948216,2021-05-14 13:00:00,2021-05-14 14:00:00,0,2021-05-14 13:17:25.845659
16287061849,2021-05-14 14:00:00,2021-05-14 15:00:00,0,2021-05-14 14:17:28.469461
16287261412,2021-05-14 15:00:00,2021-05-14 16:00:00,0,2021-05-14 15:17:14.572545
16287656793,2021-05-14 16:00:00,2021-05-14 17:00:00,0,2021-05-14 16:17:19.650431
16287955585,2021-05-14 17:00:00,2021-05-14 18:00:00,0,2021-05-14 17:17:07.333528
16288255009,2021-05-14 18:00:00,2021-05-14 19:00:00,0,2021-05-14 18:17:21.158436
16288551234,2021-05-14 19:00:00,2021-05-14 20:00:00,0,2021-05-14 19:17:09.763995
16288866291,2021-05-14 20:00:00,2021-05-14 21:00:00,0,2021-05-14 20:17:04.889866
16289161697,2021-05-14 21:00:00,2021-05-14 22:00:00,0,2021-05-14 21:17:20.267861
16289427011,2021-05-14 22:00:00,2021-05-14 23:00:00,0,2021-05-14 22:17:20.085069
16289691570,2021-05-14 23:00:00,2021-05-15 00:00:00,0,2021-05-14 23:17:28.787944
16289889216,2021-05-15 00:00:00,2021-05-15 01:00:00,0,2021-05-15 00:17:46.681173
16290173622,2021-05-15 01:00:00,2021-05-15 02:00:00,0,2021-05-15 01:17:39.66438
16290482200,2021-05-15 02:00:00,2021-05-15 03:00:00,0,2021-05-15 02:17:35.306627
16290764971,2021-05-15 03:00:00,2021-05-15 04:00:00,0,2021-05-15 04:17:13.533639
16290764970,2021-05-15 04:00:00,2021-05-15 05:00:00,0,2021-05-15 04:17:13.533639
16290929287,2021-05-15 05:00:00,2021-05-15 06:00:00,0,2021-05-15 05:17:07.733492
16291302829,2021-05-15 06:00:00,2021-05-15 07:00:00,0,2021-05-15 06:17:11.021422
16291572230,2021-05-15 07:00:00,2021-05-15 08:00:00,0,2021-05-15 07:17:05.600777
16291843144,2021-05-15 08:00:00,2021-05-15 09:00:00,0,2021-05-15 08:17:10.177606
16292118870,2021-05-15 09:00:00,2021-05-15 10:00:00,0,2021-05-15 09:17:14.254324
16292389352,2021-05-15 10:00:00,2021-05-15 11:00:00,0,2021-05-15 10:17:06.410832
16292669870,2021-05-15 11:00:00,2021-05-15 12:00:00,0,2021-05-15 11:17:11.366888
16293028958,2021-05-15 12:00:00,2021-05-15 13:00:00,0,2021-05-15 12:17:27.448016
16294124026,2021-05-15 13:00:00,2021-05-15 14:00:00,0,2021-05-15 13:17:15.688404
16294640111,2021-05-15 14:00:00,2021-05-15 15:00:00,0,2021-05-15 14:17:14.015867
16294923823,2021-05-15 15:00:00,2021-05-15 16:00:00,0,2021-05-15 15:17:16.429251
16295205608,2021-05-15 16:00:00,2021-05-15 17:00:00,0,2021-05-15 16:17:15.011482
16295489224,2021-05-15 17:00:00,2021-05-15 18:00:00,0,2021-05-15 17:17:06.614668
16295772402,2021-05-15 18:00:00,2021-05-15 19:00:00,0,2021-05-15 18:17:13.446638
16296070751,2021-05-15 19:00:00,2021-05-15 20:00:00,0,2021-05-15 19:17:04.720101
16296353010,2021-05-15 20:00:00,2021-05-15 21:00:00,0,2021-05-15 20:19:09.667626
16296633248,2021-05-15 21:00:00,2021-05-15 22:00:00,0,2021-05-15 21:19:07.769558
16296883276,2021-05-15 22:00:00,2021-05-15 23:00:00,0,2021-05-15 22:17:03.630292
16297128652,2021-05-15 23:00:00,2021-05-16 00:00:00,0,2021-05-15 23:17:13.083837
16297368164,2021-05-16 00:00:00,2021-05-16 01:00:00,0,2021-05-16 00:19:40.720575
16297585258,2021-05-16 01:00:00,2021-05-16 02:00:00,0,2021-05-16 01:17:31.701121
16297792931,2021-05-16 02:00:00,2021-05-16 03:00:00,0,2021-05-16 02:17:09.322295
16298073071,2021-05-16 03:00:00,2021-05-16 04:00:00,0,2021-05-16 03:17:05.314048
16298161103,2021-05-16 04:00:00,2021-05-16 05:00:00,0,2021-05-16 04:17:16.520626
16298333828,2021-05-16 05:00:00,2021-05-16 06:00:00,0,2021-05-16 05:17:08.765179
16298666022,2021-05-16 06:00:00,2021-05-16 07:00:00,0,2021-05-16 06:17:12.30336
16298919970,2021-05-16 07:00:00,2021-05-16 08:00:00,0,2021-05-16 07:17:06.210124
16299175279,2021-05-16 08:00:00,2021-05-16 09:00:00,0,2021-05-16 08:17:10.685361
16299435291,2021-05-16 09:00:00,2021-05-16 10:00:00,0,2021-05-16 09:17:09.727106
16299691926,2021-05-16 10:00:00,2021-05-16 11:00:00,0,2021-05-16 10:17:13.970222
16299959435,2021-05-16 11:00:00,2021-05-16 12:00:00,0,2021-05-16 11:17:10.591085
16300309178,2021-05-16 12:00:00,2021-05-16 13:00:00,0,2021-05-16 12:17:25.493884
16301409102,2021-05-16 13:00:00,2021-05-16 14:00:00,0,2021-05-16 13:17:11.435247
16301885361,2021-05-16 14:00:00,2021-05-16 15:00:00,0,2021-05-16 14:17:14.921416
16302152818,2021-05-16 15:00:00,2021-05-16 16:00:00,0,2021-05-16 15:17:36.823329
16302419233,2021-05-16 16:00:00,2021-05-16 17:00:00,0,2021-05-16 16:17:11.096687
16302687458,2021-05-16 17:00:00,2021-05-16 18:00:00,0,2021-05-16 17:19:11.221734
16302954646,2021-05-16 18:00:00,2021-05-16 19:00:00,0,2021-05-16 18:17:15.147652
16303220749,2021-05-16 19:00:00,2021-05-16 20:00:00,0,2021-05-16 19:17:30.469343
16303506449,2021-05-16 20:00:00,2021-05-16 21:00:00,0,2021-05-16 20:19:15.087428
16303771594,2021-05-16 21:00:00,2021-05-16 22:00:00,0,2021-05-16 21:17:15.80355
16304007864,2021-05-16 22:00:00,2021-05-16 23:00:00,0,2021-05-16 22:19:20.527825
16304231540,2021-05-16 23:00:00,2021-05-17 00:00:00,0,2021-05-16 23:18:46.908573
16304454939,2021-05-17 00:00:00,2021-05-17 01:00:00,0,2021-05-17 00:20:47.840467
16304662915,2021-05-17 01:00:00,2021-05-17 02:00:00,0,2021-05-17 01:17:30.772973
16305128017,2021-05-17 02:00:00,2021-05-17 03:00:00,0,2021-05-17 02:17:54.813738
16305163925,2021-05-17 03:00:00,2021-05-17 04:00:00,0,2021-05-17 03:17:52.347303
16305250771,2021-05-17 04:00:00,2021-05-17 05:00:00,0,2021-05-17 04:17:50.87088
16305471513,2021-05-17 05:00:00,2021-05-17 06:00:00,0,2021-05-17 05:17:47.268636
16305729325,2021-05-17 06:00:00,2021-05-17 07:00:00,0,2021-05-17 06:17:48.255203
16305977299,2021-05-17 07:00:00,2021-05-17 08:00:00,0,2021-05-17 07:17:41.224111
16306226680,2021-05-17 08:00:00,2021-05-17 09:00:00,0,2021-05-17 08:17:44.359378
16306481105,2021-05-17 09:00:00,2021-05-17 10:00:00,0,2021-05-17 09:17:53.098197
16306732239,2021-05-17 10:00:00,2021-05-17 11:00:00,0,2021-05-17 10:17:49.239464
16306995555,2021-05-17 11:00:00,2021-05-17 12:00:00,0,2021-05-17 11:17:50.573855
16307249935,2021-05-17 12:00:00,2021-05-17 13:00:00,0,2021-05-17 12:17:38.413172
16308499756,2021-05-17 13:00:00,2021-05-17 14:00:00,0,2021-05-17 13:17:19.533663
16308908037,2021-05-17 14:00:00,2021-05-17 15:00:00,0,2021-05-17 14:17:41.081066
16309170987,2021-05-17 15:00:00,2021-05-17 16:00:00,0,2021-05-17 15:17:17.388981
16309450036,2021-05-17 16:00:00,2021-05-17 17:00:00,0,2021-05-17 16:17:09.801484
16309713089,2021-05-17 17:00:00,2021-05-17 18:00:00,0,2021-05-17 17:17:35.065092
16309975586,2021-05-17 18:00:00,2021-05-17 19:00:00,0,2021-05-17 18:17:25.004227
16310235882,2021-05-17 19:00:00,2021-05-17 20:00:00,0,2021-05-17 19:17:09.767051
16310509062,2021-05-17 20:00:00,2021-05-17 21:00:00,0,2021-05-17 20:17:16.069778
16310767559,2021-05-17 21:00:00,2021-05-17 22:00:00,0,2021-05-17 21:17:31.349523
16310997375,2021-05-17 22:00:00,2021-05-17 23:00:00,0,2021-05-17 22:17:07.083618
16311227181,2021-05-17 23:00:00,2021-05-18 00:00:00,0,2021-05-17 23:17:14.85388
16311344332,2021-05-18 00:00:00,2021-05-18 01:00:00,0,2021-05-18 00:18:02.285804
16311658591,2021-05-18 01:00:00,2021-05-18 02:00:00,0,2021-05-18 01:17:34.877342
16311994999,2021-05-18 02:00:00,2021-05-18 03:00:00,0,2021-05-18 02:18:01.773201
16312225613,2021-05-18 03:00:00,2021-05-18 04:00:00,0,2021-05-18 03:17:21.873044
16312444782,2021-05-18 04:00:00,2021-05-18 05:00:00,0,2021-05-18 04:17:13.944169
16312706221,2021-05-18 05:00:00,2021-05-18 06:00:00,0,2021-05-18 05:17:10.135121
16312954302,2021-05-18 06:00:00,2021-05-18 07:00:00,0,2021-05-18 06:17:16.433182
16313200904,2021-05-18 07:00:00,2021-05-18 08:00:00,0,2021-05-18 07:17:12.290929
16313449033,2021-05-18 08:00:00,2021-05-18 09:00:00,0,2021-05-18 08:17:10.120933
16313703343,2021-05-18 09:00:00,2021-05-18 10:00:00,0,2021-05-18 09:17:19.344684
16313953634,2021-05-18 10:00:00,2021-05-18 11:00:00,0,2021-05-18 10:17:35.784726
16314214147,2021-05-18 11:00:00,2021-05-18 12:00:00,0,2021-05-18 11:17:11.573872
16314565563,2021-05-18 12:00:00,2021-05-18 13:00:00,0,2021-05-18 12:17:40.228994
16314938875,2021-05-18 13:00:00,2021-05-18 14:00:00,0,2021-05-18 13:17:24.103846
16315196552,2021-05-18 14:00:00,2021-05-18 15:00:00,0,2021-05-18 14:17:17.888803
16315456889,2021-05-18 15:00:00,2021-05-18 16:00:00,0,2021-05-18 15:17:11.966614
16315716540,2021-05-18 16:00:00,2021-05-18 17:00:00,0,2021-05-18 16:18:57.292455
16316174022,2021-05-18 17:00:00,2021-05-18 18:00:00,0,2021-05-18 17:18:56.617444
16316482714,2021-05-18 18:00:00,2021-05-18 19:00:00,0,2021-05-18 18:19:32.853651
16316828875,2021-05-18 19:00:00,2021-05-18 20:00:00,0,2021-05-18 19:19:28.99655
16317142157,2021-05-18 20:00:00,2021-05-18 21:00:00,0,2021-05-18 20:20:10.508617
16317449546,2021-05-18 21:00:00,2021-05-18 22:00:00,0,2021-05-18 21:19:53.981526
16317727476,2021-05-18 22:00:00,2021-05-18 23:00:00,0,2021-05-18 22:20:00.809682
16318983260,2021-05-18 23:00:00,2021-05-19 00:00:00,0,2021-05-18 23:19:58.805256
16319256956,2021-05-19 00:00:00,2021-05-19 01:00:00,0,2021-05-19 00:20:48.194036
16319642343,2021-05-19 01:00:00,2021-05-19 02:00:00,0,2021-05-19 01:17:24.184871
16319759265,2021-05-19 02:00:00,2021-05-19 03:00:00,0,2021-05-19 02:17:13.882439
16320264973,2021-05-19 03:00:00,2021-05-19 04:00:00,0,2021-05-19 04:17:12.625921
16320264972,2021-05-19 04:00:00,2021-05-19 05:00:00,0,2021-05-19 04:17:12.625921
16320561521,2021-05-19 05:00:00,2021-05-19 06:00:00,0,2021-05-19 05:17:08.610703
16320866506,2021-05-19 06:00:00,2021-05-19 07:00:00,0,2021-05-19 06:17:11.316852
16321182415,2021-05-19 07:00:00,2021-05-19 08:00:00,0,2021-05-19 07:17:02.397568
16321485831,2021-05-19 08:00:00,2021-05-19 09:00:00,0,2021-05-19 08:17:14.473467
16321794085,2021-05-19 09:00:00,2021-05-19 10:00:00,0,2021-05-19 09:17:09.532588
16322097776,2021-05-19 10:00:00,2021-05-19 11:00:00,0,2021-05-19 10:17:12.196699
16323565709,2021-05-19 11:00:00,2021-05-19 12:00:00,0,2021-05-19 11:17:15.065763
16323989889,2021-05-19 12:00:00,2021-05-19 13:00:00,0,2021-05-19 12:17:31.773578
16324468232,2021-05-19 13:00:00,2021-05-19 14:00:00,0,2021-05-19 13:17:21.529518
16324803135,2021-05-19 14:00:00,2021-05-19 15:00:00,0,2021-05-19 14:17:13.89861
16325150581,2021-05-19 15:00:00,2021-05-19 16:00:00,0,2021-05-19 15:17:18.308362
16325491055,2021-05-19 16:00:00,2021-05-19 17:00:00,0,2021-05-19 16:18:59.570447
16325834029,2021-05-19 17:00:00,2021-05-19 18:00:00,0,2021-05-19 17:18:49.866238
16326182207,2021-05-19 18:00:00,2021-05-19 19:00:00,0,2021-05-19 18:19:07.136645
16326553583,2021-05-19 19:00:00,2021-05-19 20:00:00,0,2021-05-19 19:19:20.299663
16326916610,2021-05-19 20:00:00,2021-05-19 21:00:00,0,2021-05-19 20:19:13.838679
16327261603,2021-05-19 21:00:00,2021-05-19 22:00:00,0,2021-05-19 21:19:16.06056
16327576581,2021-05-19 22:00:00,2021-05-19 23:00:00,0,2021-05-19 22:19:13.350051
16328867732,2021-05-19 23:00:00,2021-05-20 00:00:00,0,2021-05-19 23:19:11.891571
16329178530,2021-05-20 00:00:00,2021-05-20 01:00:00,0,2021-05-20 00:19:44.481173
16329610549,2021-05-20 01:00:00,2021-05-20 02:00:00,0,2021-05-20 01:19:29.505559
16330283167,2021-05-20 02:00:00,2021-05-20 03:00:00,0,2021-05-20 04:19:10.708991
16330283166,2021-05-20 03:00:00,2021-05-20 04:00:00,0,2021-05-20 04:19:10.708991
16330283165,2021-05-20 04:00:00,2021-05-20 05:00:00,1.01,2021-05-20 04:19:10.708991
16330459591,2021-05-20 05:00:00,2021-05-20 06:00:00,0.25,2021-05-20 05:19:15.69309
16330966222,2021-05-20 06:00:00,2021-05-20 07:00:00,0,2021-05-20 06:19:05.019297
16331336216,2021-05-20 07:00:00,2021-05-20 08:00:00,0,2021-05-20 07:19:25.060086
16331680282,2021-05-20 08:00:00,2021-05-20 09:00:00,0,2021-05-20 08:19:03.762624
16331974617,2021-05-20 09:00:00,2021-05-20 10:00:00,0,2021-05-20 09:17:21.538438
16332346334,2021-05-20 10:00:00,2021-05-20 11:00:00,0,2021-05-20 10:17:13.554508
16333484189,2021-05-20 11:00:00,2021-05-20 12:00:00,0,2021-05-20 11:17:20.663457
16333928946,2021-05-20 12:00:00,2021-05-20 13:00:00,0,2021-05-20 12:17:51.226669
16334547017,2021-05-20 13:00:00,2021-05-20 14:00:00,0,2021-05-20 13:17:18.703752
16334932438,2021-05-20 14:00:00,2021-05-20 15:00:00,0,2021-05-20 14:17:16.442881
16335295782,2021-05-20 15:00:00,2021-05-20 16:00:00,0,2021-05-20 15:19:23.862889
16335657736,2021-05-20 16:00:00,2021-05-20 17:00:00,0,2021-05-20 16:19:00.574949
16336022613,2021-05-20 17:00:00,2021-05-20 18:00:00,0,2021-05-20 17:19:13.036252
16336410917,2021-05-20 18:00:00,2021-05-20 19:00:00,0,2021-05-20 18:19:25.60741
16336804899,2021-05-20 19:00:00,2021-05-20 20:00:00,0,2021-05-20 19:19:06.75219
16337172668,2021-05-20 20:00:00,2021-05-20 21:00:00,0,2021-05-20 20:19:33.145607
16337540740,2021-05-20 21:00:00,2021-05-20 22:00:00,0,2021-05-20 21:19:14.291502
16337879254,2021-05-20 22:00:00,2021-05-20 23:00:00,0,2021-05-20 22:19:18.535676
16339186332,2021-05-20 23:00:00,2021-05-21 00:00:00,0,2021-05-20 23:19:33.817778
16339500797,2021-05-21 00:00:00,2021-05-21 01:00:00,0,2021-05-21 00:18:49.500141
16339912953,2021-05-21 01:00:00,2021-05-21 02:00:00,0,2021-05-21 01:17:24.696539
16340247669,2021-05-21 02:00:00,2021-05-21 03:00:00,0.25,2021-05-21 02:17:14.848414
16340286662,2021-05-21 03:00:00,2021-05-21 04:00:00,0,2021-05-21 03:17:06.69175
16340617436,2021-05-21 04:00:00,2021-05-21 05:00:00,0,2021-05-21 04:17:16.463193
16340778917,2021-05-21 05:00:00,2021-05-21 06:00:00,0,2021-05-21 05:17:13.444477
16341320937,2021-05-21 06:00:00,2021-05-21 07:00:00,0,2021-05-21 06:17:21.905858
16341701570,2021-05-21 07:00:00,2021-05-21 08:00:00,0,2021-05-21 07:17:23.415378
16342058027,2021-05-21 08:00:00,2021-05-21 09:00:00,0,2021-05-21 08:17:16.631036
16342419327,2021-05-21 09:00:00,2021-05-21 10:00:00,0,2021-05-21 09:17:23.982546
16342776528,2021-05-21 10:00:00,2021-05-21 11:00:00,0,2021-05-21 10:17:15.125606
16343914706,2021-05-21 11:00:00,2021-05-21 12:00:00,1.77,2021-05-21 11:17:46.658775
16344508594,2021-05-21 12:00:00,2021-05-21 13:00:00,1.02,2021-05-21 12:17:26.167007
16345052753,2021-05-21 13:00:00,2021-05-21 14:00:00,0.5,2021-05-21 13:17:17.462973
16345422168,2021-05-21 14:00:00,2021-05-21 15:00:00,0.76,2021-05-21 14:17:17.92128
16345798880,2021-05-21 15:00:00,2021-05-21 16:00:00,0.25,2021-05-21 15:17:15.273339
16346154594,2021-05-21 16:00:00,2021-05-21 17:00:00,0.5,2021-05-21 16:17:17.25569
16346551345,2021-05-21 17:00:00,2021-05-21 18:00:00,2.54,2021-05-21 17:17:35.210784
16346933739,2021-05-21 18:00:00,2021-05-21 19:00:00,0.76,2021-05-21 18:17:20.195808
16347340363,2021-05-21 19:00:00,2021-05-21 20:00:00,1.27,2021-05-21 19:17:15.843614
16347721788,2021-05-21 20:00:00,2021-05-21 21:00:00,2.04,2021-05-21 20:17:10.885822
16348131960,2021-05-21 21:00:00,2021-05-21 22:00:00,1.27,2021-05-21 21:17:14.21517
16348500184,2021-05-21 22:00:00,2021-05-21 23:00:00,3.56,2021-05-21 22:17:09.792416
16349819395,2021-05-21 23:00:00,2021-05-22 00:00:00,5.59,2021-05-21 23:17:23.033491
16349994252,2021-05-22 00:00:00,2021-05-22 01:00:00,4.07,2021-05-22 00:17:38.757363
16350446669,2021-05-22 01:00:00,2021-05-22 02:00:00,1.53,2021-05-22 01:17:26.862928
16350926485,2021-05-22 02:00:00,2021-05-22 03:00:00,2.54,2021-05-22 02:17:18.142043
16351209179,2021-05-22 03:00:00,2021-05-22 04:00:00,1.02,2021-05-22 03:17:15.70604
16351552858,2021-05-22 04:00:00,2021-05-22 05:00:00,0,2021-05-22 04:17:17.909587
16351711045,2021-05-22 05:00:00,2021-05-22 06:00:00,0.25,2021-05-22 05:17:14.563609
16352276356,2021-05-22 06:00:00,2021-05-22 07:00:00,0,2021-05-22 06:17:15.31861
16352646398,2021-05-22 07:00:00,2021-05-22 08:00:00,0,2021-05-22 07:17:07.951591
16353011109,2021-05-22 08:00:00,2021-05-22 09:00:00,0.25,2021-05-22 08:17:16.522994
16353378011,2021-05-22 09:00:00,2021-05-22 10:00:00,0,2021-05-22 09:17:14.281931
16353749021,2021-05-22 10:00:00,2021-05-22 11:00:00,0.5,2021-05-22 10:17:22.022078
16354804932,2021-05-22 11:00:00,2021-05-22 12:00:00,0,2021-05-22 11:17:18.230911
16355445086,2021-05-22 12:00:00,2021-05-22 13:00:00,0,2021-05-22 12:17:35.07064
16355948600,2021-05-22 13:00:00,2021-05-22 14:00:00,1.27,2021-05-22 13:17:15.363627
16356354059,2021-05-22 14:00:00,2021-05-22 15:00:00,0.51,2021-05-22 14:17:20.363748
16356741221,2021-05-22 15:00:00,2021-05-22 16:00:00,0.76,2021-05-22 15:17:14.17421
16357127171,2021-05-22 16:00:00,2021-05-22 17:00:00,0,2021-05-22 16:19:25.640738
16357516388,2021-05-22 17:00:00,2021-05-22 18:00:00,0,2021-05-22 17:19:12.746396
16357911524,2021-05-22 18:00:00,2021-05-22 19:00:00,0,2021-05-22 18:20:19.575591
16358329533,2021-05-22 19:00:00,2021-05-22 20:00:00,0,2021-05-22 19:17:23.279027
16358706501,2021-05-22 20:00:00,2021-05-22 21:00:00,0,2021-05-22 20:17:29.105016
16359131774,2021-05-22 21:00:00,2021-05-22 22:00:00,0.25,2021-05-22 21:17:30.242474
16359492952,2021-05-22 22:00:00,2021-05-22 23:00:00,0.51,2021-05-22 22:18:35.915537
16360820283,2021-05-22 23:00:00,2021-05-23 00:00:00,0,2021-05-22 23:17:23.754026
16361144821,2021-05-23 00:00:00,2021-05-23 01:00:00,0,2021-05-23 00:18:06.178822
16361591879,2021-05-23 01:00:00,2021-05-23 02:00:00,0.25,2021-05-23 01:17:23.444524
16361924026,2021-05-23 02:00:00,2021-05-23 03:00:00,0,2021-05-23 02:17:24.399458
16362115966,2021-05-23 03:00:00,2021-05-23 04:00:00,0,2021-05-23 04:17:14.482237
16362115965,2021-05-23 04:00:00,2021-05-23 05:00:00,0,2021-05-23 04:17:14.482237
16362272533,2021-05-23 05:00:00,2021-05-23 06:00:00,0.51,2021-05-23 05:17:20.183373
16362864267,2021-05-23 06:00:00,2021-05-23 07:00:00,0.25,2021-05-23 06:17:18.923282
16363271535,2021-05-23 07:00:00,2021-05-23 08:00:00,0,2021-05-23 07:17:11.986321
16363649259,2021-05-23 08:00:00,2021-05-23 09:00:00,0.25,2021-05-23 08:17:10.993175
16364033146,2021-05-23 09:00:00,2021-05-23 10:00:00,0,2021-05-23 09:17:13.052526
16364410599,2021-05-23 10:00:00,2021-05-23 11:00:00,0,2021-05-23 10:17:15.885946
16365697838,2021-05-23 11:00:00,2021-05-23 12:00:00,0,2021-05-23 11:17:12.633708
16366036963,2021-05-23 12:00:00,2021-05-23 13:00:00,0,2021-05-23 12:17:21.531367
16366724249,2021-05-23 13:00:00,2021-05-23 14:00:00,0,2021-05-23 13:17:13.806701
16367125798,2021-05-23 14:00:00,2021-05-23 15:00:00,0,2021-05-23 14:17:22.054712
16367537166,2021-05-23 15:00:00,2021-05-23 16:00:00,0,2021-05-23 15:17:13.830918
16367934520,2021-05-23 16:00:00,2021-05-23 17:00:00,0,2021-05-23 16:17:06.632658
16368334833,2021-05-23 17:00:00,2021-05-23 18:00:00,0,2021-05-23 17:17:04.618188
16368739285,2021-05-23 18:00:00,2021-05-23 19:00:00,0,2021-05-23 18:17:19.854222
16369166162,2021-05-23 19:00:00,2021-05-23 20:00:00,0,2021-05-23 19:17:05.8501
16369585252,2021-05-23 20:00:00,2021-05-23 21:00:00,0,2021-05-23 20:17:05.012452
16369990952,2021-05-23 21:00:00,2021-05-23 22:00:00,0,2021-05-23 21:17:28.547564
16370352635,2021-05-23 22:00:00,2021-05-23 23:00:00,0,2021-05-23 22:17:05.874914
16371678768,2021-05-23 23:00:00,2021-05-24 00:00:00,0,2021-05-23 23:17:12.853513
16372024794,2021-05-24 00:00:00,2021-05-24 01:00:00,0,2021-05-24 00:18:59.667935
16372443934,2021-05-24 01:00:00,2021-05-24 02:00:00,0,2021-05-24 01:17:23.062347
16372720107,2021-05-24 02:00:00,2021-05-24 03:00:00,0,2021-05-24 02:17:15.697244
16373180654,2021-05-24 03:00:00,2021-05-24 04:00:00,0,2021-05-24 03:17:05.956166
16373502703,2021-05-24 04:00:00,2021-05-24 05:00:00,0,2021-05-24 04:17:14.77982
16373665364,2021-05-24 05:00:00,2021-05-24 06:00:00,0,2021-05-24 05:17:18.908087
16374259182,2021-05-24 06:00:00,2021-05-24 07:00:00,0,2021-05-24 06:17:13.961731
16374686850,2021-05-24 07:00:00,2021-05-24 08:00:00,0,2021-05-24 07:17:13.16875
16375072273,2021-05-24 08:00:00,2021-05-24 09:00:00,0,2021-05-24 08:17:04.674129
16375456429,2021-05-24 09:00:00,2021-05-24 10:00:00,0,2021-05-24 09:17:17.171116
16375856858,2021-05-24 10:00:00,2021-05-24 11:00:00,0,2021-05-24 10:17:12.938142
16377162966,2021-05-24 11:00:00,2021-05-24 12:00:00,0,2021-05-24 11:17:11.486582
16377516756,2021-05-24 12:00:00,2021-05-24 13:00:00,0,2021-05-24 12:17:34.646035
